Date,Close,High,Low,Open,Volume,EMA20,EMA50,EMA100,EMA200,MA100,MA200
,TCS.NS,TCS.NS,TCS.NS,TCS.NS,TCS.NS,,,,,,
2010-10-19,379.47552490234375,387.1807207988772,378.0442720680036,385.0632554421096,2200912,371.71255052891496,356.5190400680372,339.730786877208,322.84766343769815,331.7766748046875,314.30355682373045
2010-10-20,377.7109375,384.4750316311965,374.9464864243231,378.2010892486374,2206638,372.2838254785421,357.3500948692907,340.4828690677583,323.3935666621987,332.6990341186523,314.7445343017578
2010-10-21,386.7100830078125,389.7097969975164,380.35771230433954,381.94579899691075,3752354,373.657754767044,358.50146695315425,341.39825944280886,324.02358175021476,333.6532620239258,315.23012252807615
2010-10-22,407.88470458984375,411.492250574024,400.7481134960578,400.7481134960578,9610404,376.9174642739773,360.43806450753425,342.71482271304717,324.85802078344494,334.7759829711914,315.854323425293
2010-10-25,418.373779296875,420.7265069698311,406.7081712518009,408.98249381553865,5156316,380.8656847523485,362.7100533228025,344.21301987312296,325.78852584328007,336.0039797973633,316.5703538513184
2010-10-26,416.6683044433594,418.6877397809765,408.4141754274066,417.021223373513,3507024,384.2754580562543,364.82606317066745,345.64777798342465,326.69280224726094,337.2616522216797,317.30597457885744
2010-10-27,411.021728515625,418.31522655546394,409.1984018720583,415.6487812649429,2141382,386.8227219095277,366.63765789007755,346.94231165732964,327.531896040976,338.47463775634765,317.9856300354004
2010-10-28,412.86468505859375,418.6092738852287,407.80630877075583,411.7275232781669,5255690,389.3029088761054,368.45048248492134,348.2477051900279,328.38097851876324,339.77228576660156,318.605457611084
2010-10-29,412.86468505859375,415.6487377855781,404.27721571408586,415.6487377855781,2212398,391.5468875601519,370.192215919183,349.527249345841,329.22161241468194,341.002541809082,319.1511393737793
2010-11-01,413.8467712402344,418.9540504327857,412.1574212474007,413.3164095309643,1147948,393.6706860058741,371.9041592651066,350.8009032447399,330.06365379603074,342.2094061279297,319.7184864807129
2010-11-02,412.2950134277344,416.4397870954999,410.0360240166031,414.4754484771249,1565778,395.44443147462266,373.4881143303077,352.0186083968784,330.88187627992835,343.3161767578125,320.2558316040039
2010-11-03,413.6112060546875,423.904322411241,411.8825782809747,412.8647477026875,2217878,397.1746004822479,375.0615689077344,353.23826379604293,331.7050536906225,344.4552786254883,320.77895767211913
2010-11-04,420.0344543457031,423.7470344265458,417.0290072549143,417.2254410783975,1717440,399.3517294216246,376.82521147392924,354.5609606386105,332.5839531996283,345.6245764160156,321.3756063842773
2010-11-08,419.6416320800781,425.2399966547748,417.26476337589844,424.29710460859275,2248586,401.2841011033821,378.50428679181744,355.8496868057683,333.4501987606278,346.78799224853515,321.9727949523926
2010-11-09,428.6577453613281,431.6435289488675,419.7789489204368,421.9004431391358,3504086,403.8911148422341,380.47108908866096,357.2914305395417,334.3975375327741,348.0106628417969,322.63191497802734
2010-11-10,429.12939453125,435.29739804620453,426.69358609260365,429.109731963869,1540224,406.2947605269023,382.37925792954684,358.71396447997154,335.3401430750475,349.22044647216796,323.31804412841797
2010-11-11,418.3057861328125,428.225693247021,415.7521466776697,428.225693247021,1926096,407.43866772746514,383.78814138849845,359.894000552305,336.1656718616919,350.3573971557617,323.95323364257814
2010-11-12,414.8291015625,420.3292505231914,411.8039908596239,416.4398498809182,1802330,408.142518568897,385.00543394434163,360.9818243346851,336.9483925552323,351.4296545410156,324.5920869445801
2010-11-15,418.796875,424.23808184260497,413.6895960365853,418.40400738742966,1389396,409.157219181383,386.3305884955439,362.1266768231072,337.7628053158768,352.59185974121095,325.25377243041993
2010-11-16,412.07904052734375,418.95422695252944,409.44679752149017,418.7970702427406,2178076,409.4354878809983,387.3403317124773,363.1158325400227,338.50227034285655,353.74537048339846,325.89258499145507
2010-11-18,409.68243408203125,421.1541511044975,408.5823853998856,421.1541511044975,2765160,409.459006566811,388.21649258971473,364.03794346164665,339.21053067856974,354.85046539306643,326.5002017211914
2010-11-19,398.9178771972656,412.1182224920737,395.2249111792432,410.50747449327724,2172652,408.4550894839972,388.63615473118733,364.7286352187876,339.8046336290045,355.8907522583008,327.06896072387696
