Date,Close,High,Low,Open,Volume,EMA20,EMA50,EMA100,EMA200,MA100,MA200
,INFY.NS,INFY.NS,INFY.NS,INFY.NS,INFY.NS,,,,,,
2010-10-19,269.3812255859375,277.86931141679383,268.55792674791655,276.94308656900944,14077712,273.54375540177693,265.6011047455092,257.57940204412824,249.2870906103585,255.05341751098632,244.6293617248535
2010-10-20,270.13299560546875,272.45972245186204,267.5735873352277,269.34548368785454,7093856,273.21892113546187,265.77882595570367,257.8279880552439,249.49451255060836,255.40623001098632,244.8179468536377
2010-10-21,274.2772216796875,274.6342490324616,269.3646585921972,270.96904184555564,9231920,273.31971166348336,266.11209637625205,258.15371545374774,249.7411066712957,255.78625610351563,245.02336135864257
2010-10-22,275.9674987792969,278.83731138807724,271.43455950133784,271.63793204841676,11345744,273.5718818649894,266.49858274499894,258.5064636384121,250.00206579674847,256.131505279541,245.2542409515381
2010-10-25,272.8943176269531,277.9334374785021,272.07632569056886,276.47820713845516,5224432,273.50735193755736,266.74939587762464,258.7913716381851,250.229849397049,256.4183253479004,245.49557502746583
2010-10-26,272.4151916503906,275.07710708501025,271.40735476632227,272.9710676134675,6925872,273.4033366721129,266.9715839471449,259.0611502522882,250.45059907121163,256.75163116455076,245.76157943725585
2010-10-27,269.3737487792969,272.0673099490706,268.19870724131084,271.3442074641561,9072696,273.01956639660665,267.06578648958225,259.26536012411015,250.63888911805824,257.0698699951172,246.00105621337892
2010-10-28,268.52862548828125,274.13717126367925,266.46777907340754,269.71721632443894,18232152,272.5918577386709,267.1231527248254,259.44879112142047,250.81689644512514,257.40610214233396,246.19302871704102
2010-10-29,268.6054382324219,270.9826419397567,266.1017004238305,270.1691516871024,6886024,272.21219873807576,267.18128156826054,259.6301108661928,250.99389686091914,257.7246670532227,246.34243995666503
2010-11-01,271.3124694824219,274.0512236144669,269.6267462218451,269.6267462218451,4552944,272.1265102375373,267.34328893744333,259.8614447001775,251.19607171287439,258.08354690551755,246.5026064300537
2010-11-02,273.6083679199219,274.1100245748315,269.7894837395655,271.34414933561703,4998504,272.26763954062153,267.5889783093053,260.1336610015586,251.4190796353326,258.36189193725585,246.68045768737792
2010-11-03,273.36431884765625,275.20822091874237,272.5237079953873,274.05125280455854,3047536,272.37208518891055,267.8154622519857,260.39565422623383,251.63744022450996,258.64826629638674,246.85226219177247
2010-11-04,278.1367492675781,278.8463021697229,274.1416137925831,275.14040317816415,5514792,272.9211008154503,268.2202186055384,260.7469630389337,251.9011149413564,258.9513114929199,247.07050262451173
2010-11-08,272.60052490234375,278.7559421801413,271.7734854572438,278.7559421801413,5381520,272.8905697761068,268.3919953230602,260.98168703622895,252.10707921957518,259.2030665588379,247.25136535644532
2010-11-09,276.56854248046875,277.94243236683235,273.8749821370738,274.4896234741477,5266960,273.24085289080796,268.71264423119385,261.2903376390852,252.3504768639622,259.4753955078125,247.4665242767334
2010-11-10,278.63385009765625,280.65402558215897,273.8839904425506,275.5019226970759,9728432,273.75447167241254,269.1017111279179,261.6337735293539,252.61200296579,259.7553115844727,247.71407104492187
2010-11-11,276.1031188964844,278.75600998445793,275.7732122122507,278.75600998445793,5586392,273.97815236041936,269.37627613844995,261.92029521979214,252.8457454128616,260.04007858276367,247.96377616882324
2010-11-12,270.96905517578125,274.66590709760754,270.16911437753976,274.5981162525814,7499456,273.6915716761681,269.4387380614826,262.09947858525726,253.02607685328866,260.24607635498046,248.20562530517577
2010-11-15,273.87957763671875,275.22634712731275,269.1387415968734,271.4345830561953,5850488,273.70947700574436,269.6128886330605,262.332747873405,253.2335743735218,260.4588525390625,248.46669723510743
2010-11-16,268.5377197265625,272.8808593812595,265.7628177528149,272.24814456984217,8375136,273.21692869344133,269.5707251465312,262.45561860317054,253.3858544267859,260.6584799194336,248.70828788757325
2010-11-18,271.52044677734375,274.0422798177496,267.4258747316112,270.1691534843568,7128224,273.05535898714635,269.64718481832773,262.6351201511739,253.5662981317666,260.85992477416994,248.9755786895752
2010-11-19,267.89141845703125,271.94982264398215,266.19212307115686,270.0381291269599,5664792,272.5635551271354,269.5783312355318,262.73920526614137,253.70883664246574,261.038904876709,249.22975028991698
2010-11-22,275.1134033203125,277.30983175977855,268.57385778372105,268.57385778372105,8780144,272.80639781219986,269.79539288591536,262.9842388909764,253.92181740542938,261.2923875427246,249.50524269104005
2010-11-23,272.257080078125,276.4781855970747,269.3510992932464,273.68518955342785,4579872,272.7540818375261,269.89192963855106,263.1678595085437,254.10425783003333,261.5387390136719,249.78609077453612
2010-11-24,270.7927551269531,274.31787872727404,266.66656158581725,273.3236130964143,4038888,272.56728881747154,269.9272561282923,263.31884754059143,254.2703125295052,261.80584060668946,250.0935777282715
2010-11-25,276.9798889160156,281.1964713420894,271.6650813797857,271.6650813797857,18331976,272.9875364459043,270.203829963105,263.5893632113919,254.49627846369935,262.1205401611328,250.40936027526857
2010-11-26,274.9642028808594,280.5637225038336,273.5993383162302,277.490537399088,9515792,273.1757903920905,270.3905112539974,263.81460756128234,254.6999394031736,262.37781143188477,250.6838394165039
2010-11-29,276.943603515625,279.8088914115486,275.7866356460026,277.0385150876032,4964328,273.534629737189,270.6474952642573,264.0745876791901,254.9212693943423,262.65787322998045,250.97126243591308
2010-11-30,275.7731628417969,278.638451532914,272.2661119785559,275.0952543785673,9072544,273.74782336619927,270.8485018359255,264.3062426329051,255.12875092118264,262.8843940734863,251.23882232666017
2010-12-01,275.89971923828125,277.17419607914496,274.32698030334416,275.6647241924254,4624096,273.95276583020706,271.04658879288064,264.5358164270709,255.33542722284534,263.07164138793945,251.5069263458252
2010-12-02,280.06658935546875,281.0518075170701,274.0558008474363,276.22510797815477,7197360,274.5350347373749,271.40031430513903,264.843356485059,255.58150843809534,263.2807807922363,251.77682670593262
2010-12-03,282.4618225097656,284.5316939181852,280.47329127929686,280.83484241210937,6647816,275.28996690617396,271.8340989406146,265.19223700039976,255.84897424975375,263.60260131835935,252.06884483337402
2010-12-06,284.1250305175781,287.10782822018325,282.5522914649572,282.9138427016366,6023648,276.1314015358315,272.3160962573583,265.5671438027201,256.13032804346346,263.9892442321777,252.36250694274904
2010-12-07,287.306640625,288.788991566987,283.83573621834984,284.3464404766999,6085496,277.19571002051424,272.90396074236384,265.99762888830986,256.4405401089514,264.3927584838867,252.6726333618164
2010-12-08,283.0177001953125,285.99599532303847,281.4675585312966,285.5350087990899,6951112,277.7501852752569,273.3005779758128,266.3346600033,256.70498946304457,264.7378123474121,252.94532432556153
2010-12-09,284.85260009765625,287.6229991376923,283.921601435046,284.2696032580179,7931128,278.42660573453304,273.75359845117924,266.7013518863565,256.98506519075215,265.10707748413085,253.221429977417
2010-12-10,284.2018737792969,285.80625741914184,281.81112059986845,284.2696646373185,6125120,278.9766312626058,274.1633347385564,267.04789687433555,257.2558792065586,265.47949951171876,253.49650596618653
2010-12-13,284.29681396484375,285.3001055239891,277.9425458209014,284.63124448455886,6849080,279.4833153294856,274.56072608076374,267.38945958899905,257.5249432340042,265.8421322631836,253.75379768371582
2010-12-14,285.50341796875,286.8908795369857,282.62457975569964,285.95988077593506,3933584,280.056658437987,274.9898512528417,267.7481518341426,257.8033360174345,266.23217834472655,254.02397262573243
2010-12-15,289.55279541015625,290.0544521169384,284.42328772625586,284.42328772625586,8254392,280.96105243533646,275.56094710214813,268.1799269544597,258.11925103626754,266.6341259765625,254.29702430725098
2010-12-16,297.6742248535156,298.27981886015766,290.14491470942613,290.99455142712213,8509144,282.5527831418297,276.4281344649469,268.7639724574113,258.5128328652949,267.1011801147461,254.59945236206056
2010-12-20,302.7946472167969,304.04652724332544,293.94116542086283,293.9502130290221,11346320,284.480579720398,277.4621153571763,269.43784720512184,258.9534479334691,267.597647857666,254.9463641357422
2010-12-21,300.923583984375,304.5707405514211,299.27853043328054,302.84884854318005,8059840,286.04658012649105,278.3821729503998,270.0613271413447,259.371061227508,268.07245178222655,255.27862762451173
2010-12-22,301.21734619140625,303.6758899599068,299.5225749262633,300.53943768534907,5927280,287.49141498981635,279.2776699402432,270.6782780136231,259.7874421724224,268.5492538452148,255.60175148010254
2010-12-23,304.41705322265625,304.78765201793874,300.9235736894195,302.2567936975051,6231504,289.10338053580114,280.26352810818094,271.3463725722179,260.23151790426556,269.09809982299805,255.93002044677735
2010-12-24,304.6203918457031,305.6734228057391,302.08050826877866,302.5279234014245,3620064,290.58119113674417,281.2186992351426,272.00526404297995,260.6731982419914,269.6413270568848,256.2702931213379
